,N2
504921600000,0.175
504925200000,0.179
504928800000,0.168
504932400000,0.14
504936000000,0.109
504939600000,0.089
504943200000,0.078
504946800000,0.07
504950400000,0.064
504954000000,0.065
504957600000,0.063
504961200000,0.067
504964800000,0.076
504968400000,0.086
504972000000,0.096
504975600000,0.102
504979200000,0.108
504982800000,0.115
504986400000,0.127
504990000000,0.16
504993600000,0.209
504997200000,0.256
505000800000,0.297
505004400000,0.347
505008000000,0.468
505011600000,0.545
505015200000,0.586
505018800000,0.596
505022400000,0.59
505026000000,0.587
505029600000,0.586
505033200000,0.562
505036800000,0.439
505040400000,0.341
505044000000,0.321
505047600000,0.381
505051200000,0.413
505054800000,0.401
505058400000,0.42
505062000000,0.491
505065600000,0.506
505069200000,0.515
505072800000,0.51
505076400000,0.556
505080000000,0.587
505083600000,0.568
505087200000,0.496
505090800000,0.532
505094400000,0.601
505098000000,0.598
505101600000,0.557
505105200000,0.532
505108800000,0.526
505112400000,0.498
505116000000,0.464
505119600000,0.412
505123200000,0.289
505126800000,0.227
505130400000,0.251
505134000000,0.322
505137600000,0.355
505141200000,0.35
505144800000,0.344
505148400000,0.344
505152000000,0.37
505155600000,0.451
505159200000,0.469
505162800000,0.454
505166400000,0.437
505170000000,0.442
505173600000,0.425
505177200000,0.45
505180800000,0.538
505184400000,0.527
505188000000,0.495
505191600000,0.445
505195200000,0.391
505198800000,0.349
505202400000,0.33
505206000000,0.329
505209600000,0.292
505213200000,0.269
505216800000,0.269
505220400000,0.291
505224000000,0.32
505227600000,0.334
505231200000,0.368
505234800000,0.388
505238400000,0.379
505242000000,0.413
505245600000,0.445
505249200000,0.437
505252800000,0.436
505256400000,0.408
505260000000,0.384
505263600000,0.323
505267200000,0.37
505270800000,0.38
505274400000,0.384
505278000000,0.382
505281600000,0.385
505285200000,0.401
505288800000,0.431
505292400000,0.459
505296000000,0.401
505299600000,0.345
505303200000,0.442
505306800000,0.554
505310400000,0.651
505314000000,0.726
505317600000,0.744
505321200000,0.752
505324800000,0.772
505328400000,0.818
505332000000,0.852
505335600000,0.863
505339200000,0.86
505342800000,0.851
505346400000,0.847
505350000000,0.862
505353600000,0.916
505357200000,0.939
505360800000,0.957
505364400000,0.965
505368000000,0.953
505371600000,0.927
505375200000,0.896
505378800000,0.856
505382400000,0.762
505386000000,0.714
505389600000,0.717
505393200000,0.722
505396800000,0.722
505400400000,0.726
505404000000,0.73
505407600000,0.728
505411200000,0.724
505414800000,0.727
505418400000,0.73
505422000000,0.72
505425600000,0.722
505429200000,0.725
505432800000,0.715
505436400000,0.773
505440000000,0.883
505443600000,0.921
505447200000,0.933
505450800000,0.931
505454400000,0.923
505458000000,0.917
505461600000,0.91
505465200000,0.893
505468800000,0.807
505472400000,0.754
505476000000,0.765
505479600000,0.777
505483200000,0.788
505486800000,0.799
505490400000,0.813
505494000000,0.817
505497600000,0.82
505501200000,0.821
505504800000,0.821
505508400000,0.821
505512000000,0.827
505515600000,0.846
505519200000,0.862
505522800000,0.913
505526400000,0.97
505530000000,0.984
505533600000,0.987
505537200000,0.984
505540800000,0.978
505544400000,0.972
505548000000,0.97
505551600000,0.961
505555200000,0.925
505558800000,0.896
505562400000,0.91
505566000000,0.928
505569600000,0.936
505573200000,0.933
505576800000,0.921
505580400000,0.906
505584000000,0.894
505587600000,0.886
505591200000,0.89
505594800000,0.893
505598400000,0.891
505602000000,0.896
505605600000,0.906
505609200000,0.948
505612800000,0.975
505616400000,0.98
505620000000,0.981
505623600000,0.98
505627200000,0.977
505630800000,0.974
505634400000,0.971
505638000000,0.959
505641600000,0.923
505645200000,0.896
505648800000,0.902
505652400000,0.915
505656000000,0.916
505659600000,0.91
505663200000,0.905
505666800000,0.897
505670400000,0.889
505674000000,0.886
505677600000,0.884
505681200000,0.888
505684800000,0.891
505688400000,0.896
