,S1
852076800000,0.367
852080400000,0.386
852084000000,0.365
852087600000,0.352
852091200000,0.34
852094800000,0.331
852098400000,0.317
852102000000,0.284
852105600000,0.265
852109200000,0.311
852112800000,0.355
852116400000,0.376
852120000000,0.38
852123600000,0.388
852127200000,0.422
852130800000,0.438
852134400000,0.456
852138000000,0.448
852141600000,0.463
852145200000,0.48
852148800000,0.486
852152400000,0.484
852156000000,0.468
852159600000,0.396
852163200000,0.448
852166800000,0.552
852170400000,0.601
852174000000,0.632
852177600000,0.654
852181200000,0.682
852184800000,0.704
852188400000,0.694
852192000000,0.656
852195600000,0.678
852199200000,0.704
852202800000,0.739
852206400000,0.743
852210000000,0.715
852213600000,0.68
852217200000,0.642
852220800000,0.605
852224400000,0.577
852228000000,0.575
852231600000,0.574
852235200000,0.557
852238800000,0.527
852242400000,0.503
852246000000,0.483
852249600000,0.631
852253200000,0.681
852256800000,0.693
852260400000,0.693
852264000000,0.692
852267600000,0.702
852271200000,0.71
852274800000,0.694
852278400000,0.676
852282000000,0.687
852285600000,0.663
852289200000,0.665
852292800000,0.666
852296400000,0.648
852300000000,0.61
852303600000,0.58
852307200000,0.566
852310800000,0.534
852314400000,0.502
852318000000,0.499
852321600000,0.499
852325200000,0.513
852328800000,0.494
852332400000,0.491
852336000000,0.516
852339600000,0.562
852343200000,0.555
852346800000,0.526
852350400000,0.514
852354000000,0.519
852357600000,0.542
852361200000,0.545
852364800000,0.519
852368400000,0.513
852372000000,0.522
852375600000,0.533
852379200000,0.532
852382800000,0.54
852386400000,0.551
852390000000,0.552
852393600000,0.557
852397200000,0.583
852400800000,0.612
852404400000,0.639
852408000000,0.653
852411600000,0.654
852415200000,0.642
852418800000,0.633
852422400000,0.69
852426000000,0.703
852429600000,0.682
852433200000,0.62
852436800000,0.547
852440400000,0.491
852444000000,0.438
852447600000,0.376
852451200000,0.343
852454800000,0.396
852458400000,0.443
852462000000,0.454
852465600000,0.455
852469200000,0.438
852472800000,0.43
852476400000,0.432
852480000000,0.425
852483600000,0.399
852487200000,0.382
852490800000,0.388
