,S1
1577836800000,0.382
1577840400000,0.498
1577844000000,0.584
1577847600000,0.587
1577851200000,0.547
1577854800000,0.474
1577858400000,0.392
1577862000000,0.226
1577865600000,0.074
1577869200000,0.0
1577872800000,0.0
1577876400000,0.0
1577880000000,0.0
1577883600000,0.0
1577887200000,0.0
1577890800000,0.0
1577894400000,0.0
1577898000000,0.0
1577901600000,0.0
1577905200000,0.0
1577908800000,0.0
1577912400000,0.0
1577916000000,0.043
1577919600000,0.205
1577923200000,0.383
1577926800000,0.556
1577930400000,0.625
1577934000000,0.676
1577937600000,0.639
1577941200000,0.585
1577944800000,0.484
1577948400000,0.292
1577952000000,0.105
1577955600000,0.0
1577959200000,0.0
1577962800000,0.0
1577966400000,0.0
1577970000000,0.0
1577973600000,0.0
1577977200000,0.0
1577980800000,0.0
1577984400000,0.0
1577988000000,0.0
1577991600000,0.0
1577995200000,0.0
1577998800000,0.0
1578002400000,0.05
1578006000000,0.211
1578009600000,0.36
1578013200000,0.487
1578016800000,0.504
1578020400000,0.483
1578024000000,0.437
1578027600000,0.367
1578031200000,0.283
1578034800000,0.175
1578038400000,0.058
1578042000000,0.0
1578045600000,0.0
1578049200000,0.0
1578052800000,0.0
1578056400000,0.0
1578060000000,0.0
1578063600000,0.0
1578067200000,0.0
1578070800000,0.0
1578074400000,0.0
1578078000000,0.0
1578081600000,0.0
1578085200000,0.0
1578088800000,0.029
1578092400000,0.149
1578096000000,0.268
1578099600000,0.394
1578103200000,0.452
1578106800000,0.483
1578110400000,0.454
1578114000000,0.378
1578117600000,0.276
1578121200000,0.158
1578124800000,0.048
1578128400000,0.0
1578132000000,0.0
1578135600000,0.0
1578139200000,0.0
1578142800000,0.0
1578146400000,0.0
1578150000000,0.0
1578153600000,0.0
1578157200000,0.0
1578160800000,0.0
1578164400000,0.0
1578168000000,0.0
1578171600000,0.0
1578175200000,0.04
1578178800000,0.208
1578182400000,0.422
1578186000000,0.564
1578189600000,0.649
1578193200000,0.666
1578196800000,0.645
1578200400000,0.594
1578204000000,0.442
1578207600000,0.252
1578211200000,0.053
1578214800000,0.0
1578218400000,0.0
1578222000000,0.0
1578225600000,0.0
1578229200000,0.0
1578232800000,0.0
1578236400000,0.0
1578240000000,0.0
1578243600000,0.0
1578247200000,0.0
1578250800000,0.0
1578254400000,0.0
1578258000000,0.0
1578261600000,0.043
1578265200000,0.204
1578268800000,0.382
1578272400000,0.463
1578276000000,0.517
1578279600000,0.595
1578283200000,0.642
1578286800000,0.612
1578290400000,0.493
1578294000000,0.301
1578297600000,0.109
1578301200000,0.0
1578304800000,0.0
1578308400000,0.0
1578312000000,0.0
1578315600000,0.0
1578319200000,0.0
1578322800000,0.0
1578326400000,0.0
1578330000000,0.0
1578333600000,0.0
1578337200000,0.0
1578340800000,0.0
1578344400000,0.0
1578348000000,0.047
1578351600000,0.198
1578355200000,0.272
1578358800000,0.327
1578362400000,0.377
1578366000000,0.491
1578369600000,0.537
1578373200000,0.553
1578376800000,0.427
1578380400000,0.243
1578384000000,0.066
1578387600000,0.0
1578391200000,0.0
1578394800000,0.0
1578398400000,0.0
1578402000000,0.0
1578405600000,0.0
1578409200000,0.0
1578412800000,0.0
1578416400000,0.0
1578420000000,0.0
1578423600000,0.0
1578427200000,0.0
1578430800000,0.0
1578434400000,0.044
1578438000000,0.186
1578441600000,0.351
1578445200000,0.523
1578448800000,0.669
1578452400000,0.712
1578456000000,0.691
1578459600000,0.604
1578463200000,0.44
1578466800000,0.225
1578470400000,0.063
1578474000000,0.0
1578477600000,0.0
1578481200000,0.0
1578484800000,0.0
1578488400000,0.0
1578492000000,0.0
1578495600000,0.0
1578499200000,0.0
1578502800000,0.0
1578506400000,0.0
1578510000000,0.0
1578513600000,0.0
1578517200000,0.0
1578520800000,0.066
1578524400000,0.258
1578528000000,0.438
1578531600000,0.593
1578535200000,0.684
1578538800000,0.714
1578542400000,0.699
1578546000000,0.636
1578549600000,0.518
1578553200000,0.351
1578556800000,0.13
1578560400000,0.0
1578564000000,0.0
1578567600000,0.0
1578571200000,0.0
1578574800000,0.0
1578578400000,0.0
1578582000000,0.0
1578585600000,0.0
1578589200000,0.0
1578592800000,0.0
1578596400000,0.0
1578600000000,0.0
1578603600000,0.0
1578607200000,0.043
1578610800000,0.202
1578614400000,0.352
1578618000000,0.515
1578621600000,0.543
1578625200000,0.615
1578628800000,0.618
1578632400000,0.567
1578636000000,0.469
1578639600000,0.291
1578643200000,0.117
1578646800000,0.0
1578650400000,0.0
1578654000000,0.0
