,B1
1546300800000,0.748
1546304400000,0.761
1546308000000,0.71
1546311600000,0.66
1546315200000,0.633
1546318800000,0.646
1546322400000,0.699
1546326000000,0.709
1546329600000,0.667
1546333200000,0.594
1546336800000,0.5
1546340400000,0.45
1546344000000,0.447
1546347600000,0.444
1546351200000,0.425
1546354800000,0.379
1546358400000,0.335
1546362000000,0.345
1546365600000,0.406
1546369200000,0.486
1546372800000,0.538
1546376400000,0.556
1546380000000,0.54
1546383600000,0.622
1546387200000,0.76
1546390800000,0.817
1546394400000,0.834
1546398000000,0.839
1546401600000,0.827
1546405200000,0.804
1546408800000,0.777
1546412400000,0.747
1546416000000,0.68
1546419600000,0.626
1546423200000,0.613
1546426800000,0.592
1546430400000,0.54
1546434000000,0.444
1546437600000,0.403
1546441200000,0.392
1546444800000,0.402
1546448400000,0.432
1546452000000,0.463
1546455600000,0.49
1546459200000,0.495
1546462800000,0.481
1546466400000,0.447
1546470000000,0.465
1546473600000,0.613
1546477200000,0.688
1546480800000,0.72
1546484400000,0.758
1546488000000,0.791
1546491600000,0.805
1546495200000,0.808
1546498800000,0.79
1546502400000,0.748
1546506000000,0.653
1546509600000,0.538
1546513200000,0.437
1546516800000,0.38
1546520400000,0.367
1546524000000,0.355
1546527600000,0.383
1546531200000,0.42
1546534800000,0.43
1546538400000,0.437
1546542000000,0.438
1546545600000,0.422
1546549200000,0.364
1546552800000,0.35
1546556400000,0.386
1546560000000,0.555
1546563600000,0.718
1546567200000,0.794
1546570800000,0.854
1546574400000,0.896
1546578000000,0.888
1546581600000,0.791
1546585200000,0.691
1546588800000,0.668
1546592400000,0.682
1546596000000,0.691
1546599600000,0.687
1546603200000,0.682
1546606800000,0.681
1546610400000,0.692
1546614000000,0.674
1546617600000,0.724
1546621200000,0.749
1546624800000,0.744
1546628400000,0.712
1546632000000,0.679
1546635600000,0.645
1546639200000,0.601
1546642800000,0.606
1546646400000,0.69
1546650000000,0.756
1546653600000,0.788
1546657200000,0.802
1546660800000,0.808
1546664400000,0.8
1546668000000,0.785
1546671600000,0.755
1546675200000,0.7
1546678800000,0.629
1546682400000,0.563
